,Animal fats,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar & Sweeteners,Sugar Crops,Treenuts,Vegetable Oils,Vegetables,Vegetal Products,Obesity,Recover %
0,-0.08563905085725004,-0.10847643645269889,2.240013278892482,-0.7893518661513329,-1.078582634418969,-0.08649592869933764,-1.2367928801591415,-0.541638712235481,0.0770609439068351,-0.4233715609929524,-0.4034954501120506,-0.2765459535475713,-0.8020189318427621,0.561017069041559,-0.9408444463864776,-0.25301345728227514,-0.2777636975636082,-0.7140463650946496,0.19108516482906093,0.471179877301889,-1.4983436267101953,0.0885172626387176
1,-0.3076332437819301,-0.10847643645269889,-1.0363197457776632,0.3359143841338371,-0.936919461424564,0.3705016136718091,-0.848505414471532,-0.48386545344248577,0.24481290994833155,0.06767199281336853,-0.49910053142890237,-0.7422392917289763,-0.6347085268892412,-0.5111602470838448,-0.8190069593953587,-0.25301345728227514,0.23351851007291485,-1.1833906514106223,1.6027972513265822,-1.1283017618855145,0.3659012961990691,0.42607470049330504
2,-0.6950419408501621,-0.10847643645269889,0.32392322571653903,0.17299908740256095,-0.9137875243928197,0.24134875121692548,-1.277470614659748,-0.4037141982056216,-0.6687127777832633,-0.2653117885161685,-0.0981598500948802,-0.2905332092880022,-0.216270496682695,0.10416247363864345,-0.6260002907060196,-0.25301345728227514,-0.015602887741927914,0.40413711933855795,1.567047363322644,0.4370109013048486,0.8162525978007453,0.0947697094032509
3,-0.5948562498874008,-0.10847643645269889,-0.46349523944632837,-1.247210469604287,0.30590367958096987,0.12059400592659607,-0.7503099323064311,-0.4777224740265218,-0.2414793062169053,-0.22609395023245515,0.18948964412894584,-0.7414165119795392,2.299722274687436,-0.8010668174845347,-0.6160742334591394,-0.25301345728227514,-0.7643396508713864,-0.4622580195566181,-1.0654008516119589,1.2436146471206242,-1.2574580467837173,0.0181384908677203
4,-0.765316076597423,-0.10847643645269889,-0.9994205358140928,-0.7363589722331669,2.202882046784205,1.6299010778562513,1.3158345206425663,0.3960432171870311,0.17884303566234974,-0.34006902426333335,-0.5891995609421657,0.5050948084176845,-0.6990476044988693,-0.2413934384294549,0.6979281422161118,-0.25301345728227514,-0.6325729611180811,-0.09313360243959336,-0.17928818236382915,-0.7696646010820818,0.030756141518751966,0.12448979591836698
5,0.008420176989083471,-0.10847643645269889,-0.5837319091502994,1.5968424428495118,-0.7321619360435738,0.1342727573688621,2.0857530954631405,-0.6481170221121911,1.1589668821969359,-0.456420936978073,-0.808106832648465,-0.6484424002931456,-0.41285212161194484,1.2500089182570928,0.165099984251224,-0.25301345728227514,-0.6689460577687332,0.23094817683520724,-0.4889515148612998,-1.226747482599152,1.0152450333921836,2.34240033497146
6,-0.13609227652195008,-0.10847643645269889,-0.7752014447522124,0.32622425496022966,-0.8755001803402777,0.15189607899447938,-0.6306092981955549,-0.30367139057420706,0.6946646241270261,-0.41210987294322815,-0.6557727327491881,-0.703568643505432,-0.593970045459306,-0.08292531310988224,-0.09161510415338575,-0.25301345728227514,-0.04579942081039371,-0.858182806189766,2.9907042508553654,-0.2363098478685114,0.2192752910264301,2.17114343707713
7,0.3360057636263143,-0.0828951674418266,-1.0851858017163527,-0.08409215223471256,0.03127175130409078,-0.45588583974025054,1.8939134860420976,0.12604464571394466,1.448606044538246,-0.25393691767197457,-0.8051035316646895,-0.3719884044822762,-0.45850514366511125,0.4815180095166897,-0.17043967640802346,-0.25301345728227514,1.3734376334074985,0.9644675340958233,-0.26631056537735587,-1.5823687257619226,1.2142374689836217,0.0988234837306826
8,2.2863833157502884,-0.09994934678240812,-0.9622974855660962,0.9624417985148964,-0.5033152900295262,-0.32272478500228435,0.7424775859612879,-0.6473857150388621,-0.5543649956875616,-0.3111508202763529,-0.8201200365835668,-0.3423683335025402,-0.4105478681329206,1.1058506236519965,-0.12308005686408485,-0.25301345728227514,0.818233195853207,-0.09155711011511569,-0.27498744914820933,-1.2648063069168172,0.3240081518640292,1.02893201705183
9,0.12013803381806214,-0.10847643645269889,0.22202424085213976,0.26868911299193515,-0.9453745832361669,-0.26167938030993937,-0.6967177282510864,-0.6269091169856487,-0.25153185848905485,-0.454779786458264,-0.8383066925408738,-0.7126192207492402,-0.11364120696459466,-0.7591973128014369,-0.8088862735750101,-0.25301345728227514,0.5018558834767812,-1.4144593835412307,1.1239346852974696,0.09314488258238432,0.11454243018883097,0.48385437277404
10,-0.774325581180405,-0.10149972672246099,-1.3905211681577847,0.4676395775875639,0.8193529163855795,2.433670874813773,1.451294221126405,3.639682610230714,0.8064992681546903,-0.06724189819438403,-0.8121112339601656,-0.02148423122206674,-0.7706054762107529,-0.2456333882707814,2.216160767650704,-0.25301345728227514,-0.46649202924151933,-0.7669714645592626,0.4729993722801335,0.12133343098515723,1.3922833324075405,1.2575063613231598
11,-0.7404498439483922,-0.10847643645269889,3.1000420886266866,-0.5295352776839819,0.9052601446034705,-0.8766824073641909,-1.6821998499566937,-0.6193035234230265,-0.8176162083144792,-0.41658059332477704,0.2825919746259848,1.8799597697270973,0.00043734222740674585,-0.789936949151053,-1.2135839540066393,0.2617465194516619,-0.1652129833993266,-0.20281242558540866,-0.6889142453986948,1.1975362236221085,-1.6135497736315543,0.199132554811582
